"date","mean_ndvi_masked","year"
2002-07-12,0.197950901286233,2002
2002-07-28,0.192532923693458,2002
2002-08-13,0.185833853053449,2002
2002-08-29,0.180771120383074,2002
2002-09-14,0.174039553517281,2002
2002-09-30,0.175556200375753,2002
2002-10-16,0.170144667724768,2002
2002-11-01,0.163363559143027,2002
2002-11-17,0.160298658375928,2002
2002-12-03,0.160555707212694,2002
2002-12-19,0.191831321416501,2002
2003-01-01,0.183816636630226,2003
2003-01-17,0.178783420758274,2003
2003-02-02,0.192888909610805,2003
2003-02-18,0.216590717637896,2003
2003-03-06,0.196428448143973,2003
2003-03-22,0.187504690040295,2003
2003-04-07,0.187435816301078,2003
2003-04-23,0.1937828786126,2003
2003-05-09,0.202859439786924,2003
2003-05-25,0.185882377078334,2003
2003-06-10,0.18531585873342,2003
2003-06-26,0.179382797754278,2003
2003-07-12,0.173279689108374,2003
2003-07-28,0.168956385033221,2003
2003-08-13,0.164781496020936,2003
2003-08-29,0.165532237352784,2003
2003-09-14,0.157585139435565,2003
2003-09-30,0.161934136352894,2003
2003-10-16,0.153229203847322,2003
2003-11-01,0.15013910408838,2003
2003-11-17,0.172519830002887,2003
2003-12-03,0.176356589925158,2003
2003-12-19,0.164841430888071,2003
2004-01-01,0.177396776781125,2004
2004-01-17,0.239403453119452,2004
2004-02-02,0.190636555417156,2004
2004-02-18,0.186340131093653,2004
2004-03-05,0.179194123851947,2004
2004-03-21,0.183415119235332,2004
2004-04-06,0.200025925698949,2004
2004-04-22,0.209146901202009,2004
2004-05-08,0.200190430317564,2004
2004-05-24,0.197258587214846,2004
2004-06-09,0.192314060773826,2004
2004-06-25,0.194448863358601,2004
2004-07-11,0.182604323808862,2004
2004-07-27,0.179859222596989,2004
2004-08-12,0.176245019877259,2004
2004-08-28,0.169604154452996,2004
2004-09-13,0.166888432405745,2004
2004-09-29,0.158592462810893,2004
2004-10-15,0.161126096923273,2004
2004-10-31,0.189866518974304,2004
2004-11-16,0.188542332307833,2004
2004-12-02,0.200574325166479,2004
2004-12-18,0.184449892518294,2004
2005-01-01,0.176785389759711,2005
2005-01-17,0.226900746779782,2005
2005-02-02,0.20481849866614,2005
2005-02-18,0.202146831072914,2005
2005-03-06,0.204842210286542,2005
2005-03-22,0.23263883945189,2005
2005-04-07,0.246132293470362,2005
2005-04-23,0.23348643396129,2005
2005-05-09,0.220777617211927,2005
2005-05-25,0.211255519569182,2005
2005-06-10,0.206164858888364,2005
2005-06-26,0.194525390136533,2005
2005-07-12,0.187285019184953,2005
2005-07-28,0.184442821818013,2005
2005-08-13,0.17596667977338,2005
2005-08-29,0.173846261003583,2005
2005-09-14,0.172329023480415,2005
2005-09-30,0.17139640224895,2005
2005-10-16,0.167931965156292,2005
2005-11-01,0.166032977898916,2005
2005-11-17,0.164857244557805,2005
2005-12-03,0.160547025089568,2005
2005-12-19,0.166580702063251,2005
2006-01-01,0.174268543949494,2006
2006-01-17,0.306580113644128,2006
2006-02-02,0.354443793209781,2006
2006-02-18,0.362167367563311,2006
2006-03-06,0.364096657700009,2006
2006-03-22,0.328628849652078,2006
2006-04-07,0.294842915240882,2006
2006-04-23,0.253139833701003,2006
2006-05-09,0.241479468711636,2006
2006-05-25,0.220793895628817,2006
2006-06-10,0.208527134693399,2006
2006-06-26,0.188872405574942,2006
2006-07-12,0.190440508062733,2006
2006-07-28,0.184166904332455,2006
2006-08-13,0.182413830259896,2006
2006-08-29,0.178463374224046,2006
2006-09-14,0.176430087526744,2006
2006-09-30,0.178517019803732,2006
2006-10-16,0.183852113743303,2006
2006-11-01,0.183064443797901,2006
2006-11-17,0.173840490064304,2006
2006-12-03,0.16814890781192,2006
2006-12-19,0.189701895041583,2006
2007-01-01,0.191466243311577,2007
2007-01-17,0.199816414614931,2007
2007-02-02,0.200667446691119,2007
2007-02-18,0.20782337125071,2007
2007-03-06,0.199382097964879,2007
2007-03-22,0.200527790207934,2007
2007-04-07,0.197275709836756,2007
2007-04-23,0.205140461152346,2007
2007-05-09,0.21001247313101,2007
2007-05-25,0.198435566235036,2007
2007-06-10,0.191496564709034,2007
2007-06-26,0.179203073081282,2007
2007-07-12,0.177307694712106,2007
2007-07-28,0.177145715145504,2007
2007-08-13,0.171763287471613,2007
2007-08-29,0.168355806532476,2007
2007-09-14,0.171084163556422,2007
2007-09-30,0.164313321723078,2007
2007-10-16,0.172111483389596,2007
2007-11-01,0.197699787007773,2007
2007-11-17,0.21571335911966,2007
2007-12-03,0.233042559796764,2007
2007-12-19,0.244420941228107,2007
2008-01-01,0.203043235236243,2008
2008-01-17,0.369703125055522,2008
2008-02-02,0.367977015325956,2008
2008-02-18,0.283625791980841,2008
2008-03-05,0.317884754682087,2008
2008-03-21,0.273731900837409,2008
2008-04-06,0.221955955250939,2008
2008-04-22,0.204214260593724,2008
2008-05-08,0.199724914190266,2008
2008-05-24,0.199976022165127,2008
2008-06-09,0.194017647002258,2008
2008-06-25,0.179436743376302,2008
2008-07-11,0.169011318658685,2008
2008-07-27,0.168213577512418,2008
2008-08-12,0.168721918478485,2008
2008-08-28,0.166145322244029,2008
2008-09-13,0.166669679255138,2008
2008-09-29,0.162334594408028,2008
2008-10-15,0.162868110422235,2008
2008-10-31,0.161412161033954,2008
2008-11-16,0.161660830527544,2008
2008-12-02,0.181823684152035,2008
2008-12-18,0.168920179972282,2008
2009-01-01,0.173453092394999,2009
2009-01-17,0.202645947880975,2009
2009-02-02,0.227655817856308,2009
2009-02-18,0.26797519002308,2009
2009-03-06,0.279123982503301,2009
2009-03-22,0.239776730695099,2009
2009-04-07,0.21651911986461,2009
2009-04-23,0.204447423354023,2009
2009-05-09,0.20245460692666,2009
2009-05-25,0.196392210567091,2009
2009-06-10,0.193007417284606,2009
2009-06-26,0.177744351065995,2009
2009-07-12,0.173313343447858,2009
2009-07-28,0.169974401978583,2009
2009-08-13,0.170957895413123,2009
2009-08-29,0.166985570773727,2009
2009-09-14,0.160303821049024,2009
2009-09-30,0.15698189329444,2009
2009-10-16,0.158110896130403,2009
2009-11-01,0.165960657146742,2009
2009-11-17,0.174650860885083,2009
2009-12-03,0.172575117489479,2009
2009-12-19,0.174209058035019,2009
2010-01-01,0.218399873611574,2010
2010-01-17,0.282560287879742,2010
2010-02-02,0.250473849528985,2010
2010-02-18,0.253676443613119,2010
2010-03-06,0.26347455073653,2010
2010-03-22,0.270011214687086,2010
2010-04-07,0.219832919520324,2010
2010-04-23,0.206107205846247,2010
2010-05-09,0.202542195120431,2010
2010-05-25,0.194391477748256,2010
2010-06-10,0.184046001391423,2010
2010-06-26,0.181195808100517,2010
2010-07-12,0.175865482001062,2010
2010-07-28,0.173329260339711,2010
2010-08-13,0.170111256766887,2010
2010-08-29,0.167624856638057,2010
2010-09-14,0.169197893173744,2010
2010-09-30,0.170129332256814,2010
2010-10-16,0.161928883822341,2010
2010-11-01,0.16077608271287,2010
2010-11-17,0.169953321397063,2010
2010-12-03,0.172723781720642,2010
2010-12-19,0.217300790890213,2010
2011-01-01,0.239944812688563,2011
2011-01-17,0.375747763944997,2011
2011-02-02,0.446162831908631,2011
2011-02-18,0.4238525145104,2011
2011-03-06,0.364288803818938,2011
2011-03-22,0.346770458729752,2011
2011-04-07,0.271776917392657,2011
2011-04-23,0.265486827465435,2011
2011-05-09,0.241179718049948,2011
2011-05-25,0.228888883525335,2011
2011-06-10,0.20831196839517,2011
2011-06-26,0.195702592719276,2011
2011-07-12,0.186220434183876,2011
2011-07-28,0.186236662360338,2011
2011-08-13,0.192182452422999,2011
2011-08-29,0.181154356383886,2011
2011-09-14,0.179915975979189,2011
2011-09-30,0.193039240161093,2011
2011-10-16,0.188609255498715,2011
2011-11-01,0.182725714150077,2011
2011-11-17,0.183277970922734,2011
2011-12-03,0.180176311615601,2011
2011-12-19,0.21322742978346,2011
2012-01-01,0.217831450277369,2012
2012-01-17,0.236583686595253,2012
2012-02-02,0.291356556247235,2012
2012-02-18,0.280849532676389,2012
2012-03-05,0.234469491835923,2012
2012-03-21,0.233460392258321,2012
2012-04-06,0.218160349748264,2012
2012-04-22,0.210162871680269,2012
2012-05-08,0.210508650868134,2012
2012-05-24,0.200054015839632,2012
2012-06-09,0.200701363510531,2012
2012-06-25,0.181245415032916,2012
2012-07-11,0.172957511564744,2012
2012-07-27,0.169893132144774,2012
2012-08-12,0.170751786388544,2012
2012-08-28,0.165984215120629,2012
2012-09-13,0.170517635415308,2012
2012-09-29,0.169818722410128,2012
2012-10-15,0.166074119966123,2012
2012-10-31,0.168860594709048,2012
2012-11-16,0.165936719077723,2012
2012-12-02,0.166524604965593,2012
2012-12-18,0.168552173827296,2012
2013-01-01,0.161498305416599,2013
2013-01-17,0.165226720785562,2013
2013-02-02,0.165964094731194,2013
2013-02-18,0.165352344905666,2013
2013-03-06,0.168454262065588,2013
2013-03-22,0.163367978501104,2013
2013-04-07,0.169734029117683,2013
2013-04-23,0.191121398187053,2013
2013-05-09,0.199676751942289,2013
2013-05-25,0.19743004058149,2013
2013-06-10,0.197953854323618,2013
2013-06-26,0.194278789277108,2013
2013-07-12,0.183786828506755,2013
2013-07-28,0.179405177299764,2013
2013-08-13,0.175093480655506,2013
2013-08-29,0.174659508911531,2013
2013-09-14,0.170144913577421,2013
2013-09-30,0.165537651144306,2013
2013-10-16,0.167802419183375,2013
2013-11-01,0.159135880105141,2013
2013-11-17,0.162515233718712,2013
2013-12-03,0.172900901782356,2013
2013-12-19,0.231870051061011,2013
2014-01-01,0.221267622060115,2014
2014-01-17,0.199123509183969,2014
2014-02-02,0.264347569452911,2014
2014-02-18,0.253009806141614,2014
2014-03-06,0.264691997556896,2014
2014-03-22,0.300898855859107,2014
2014-04-07,0.258782622479174,2014
2014-04-23,0.234513462061139,2014
2014-05-09,0.22096992330279,2014
2014-05-25,0.205018902239078,2014
2014-06-10,0.189123937658653,2014
2014-06-26,0.181733915183455,2014
2014-07-12,0.176999494329923,2014
2014-07-28,0.172844998917922,2014
2014-08-13,0.167796588364769,2014
2014-08-29,0.165124857040013,2014
2014-09-14,0.176673176476477,2014
2014-09-30,0.165198901245339,2014
2014-10-16,0.164615084014472,2014
2014-11-01,0.162971672410995,2014
2014-11-17,0.159876953484713,2014
2014-12-03,0.159577425859357,2014
2014-12-19,0.161670378100781,2014
2015-01-01,0.158492996351805,2015
2015-01-17,0.159805575954521,2015
2015-02-02,0.161575848400671,2015
2015-02-18,0.16769058078175,2015
2015-03-06,0.169478212414603,2015
2015-03-22,0.167462208631792,2015
2015-04-07,0.19106018279538,2015
2015-04-23,0.207124870780743,2015
2015-05-09,0.211846836836174,2015
2015-05-25,0.203372835016799,2015
2015-06-10,0.196586126040424,2015
2015-06-26,0.185739955092645,2015
2015-07-12,0.176910153236216,2015
2015-07-28,0.172406128331072,2015
2015-08-13,0.185370904703935,2015
2015-08-29,0.175662493732359,2015
2015-09-14,0.175564801157797,2015
2015-09-30,0.171326607490293,2015
2015-10-16,0.166358649591202,2015
2015-11-01,0.160051962966794,2015
2015-11-17,0.158281124283129,2015
2015-12-03,0.158219443104876,2015
2015-12-19,0.156665357318325,2015
2016-01-01,0.153385884027797,2016
2016-01-17,0.157078075280384,2016
2016-02-02,0.165158316721113,2016
2016-02-18,0.166703816902425,2016
2016-03-05,0.163944026055801,2016
2016-03-21,0.2600141556149,2016
2016-04-06,0.17108629641683,2016
2016-04-22,0.207842075775588,2016
2016-05-08,0.228149248038325,2016
2016-05-24,0.23247095804164,2016
2016-06-09,0.240588476656428,2016
2016-06-25,0.231209164008426,2016
2016-07-11,0.225114748068154,2016
2016-07-27,0.213588581830263,2016
2016-08-12,0.204333476203398,2016
2016-08-28,0.19819227134949,2016
2016-09-13,0.191733110507329,2016
2016-09-29,0.186969432592392,2016
2016-10-15,0.187301121917036,2016
2016-10-31,0.181393659081724,2016
2016-11-16,0.180181218753401,2016
2016-12-02,0.175241210118013,2016
2016-12-18,0.176324144877788,2016
2017-01-01,0.216804948174259,2017
2017-01-17,0.270633387117131,2017
2017-02-02,0.277913967820199,2017
2017-02-18,0.36552706245714,2017
2017-03-06,0.314756305576278,2017
2017-03-22,0.253589821383735,2017
2017-04-07,0.276764128717684,2017
2017-04-23,0.260875089995323,2017
2017-05-09,0.233507966141092,2017
2017-05-25,0.216371098457839,2017
2017-06-10,0.204961396535935,2017
2017-06-26,0.200653853820778,2017
2017-07-12,0.194260033678383,2017
2017-07-28,0.183660361057815,2017
2017-08-13,0.179960622925807,2017
2017-08-29,0.176727783379905,2017
2017-09-14,0.178111278649532,2017
2017-09-30,0.181718031339573,2017
2017-10-16,0.168972883905683,2017
2017-11-01,0.163584579796483,2017
2017-11-17,0.162399583307881,2017
2017-12-03,0.16560892320391,2017
2017-12-19,0.165759135449111,2017
2018-01-01,0.160433204945999,2018
2018-01-17,0.165899210980424,2018
2018-02-02,0.168791628282297,2018
2018-02-18,0.191332144533454,2018
2018-03-06,0.211315696508537,2018
2018-03-22,0.301828654792145,2018
2018-04-07,0.342336714695106,2018
2018-04-23,0.318489753265454,2018
2018-05-09,0.229983534052544,2018
2018-05-25,0.21159057886517,2018
2018-06-10,0.199056836126781,2018
2018-06-26,0.193407794033609,2018
2018-07-12,0.179562723912885,2018
2018-07-28,0.176762571453713,2018
2018-08-13,0.168993980386486,2018
2018-08-29,0.166334657228156,2018
2018-09-14,0.163798254661533,2018
2018-09-30,0.161669636849596,2018
2018-10-16,0.163785711228847,2018
2018-11-01,0.156528087892151,2018
2018-11-17,0.159063604047147,2018
2018-12-03,0.160093608482108,2018
2018-12-19,0.158582686760478,2018
2019-01-01,0.16080119907856,2019
2019-01-17,0.155526666385187,2019
2019-02-02,0.160699152754715,2019
2019-02-18,0.169752534568789,2019
2019-03-06,0.221346911281494,2019
2019-03-22,0.224653195791644,2019
2019-04-07,0.216292242340173,2019
2019-04-23,0.236089687430764,2019
2019-05-09,0.237981977910268,2019
2019-05-25,0.209932169995947,2019
2019-06-10,0.197204191817178,2019
2019-06-26,0.189428139442489,2019
2019-07-12,0.184397238819331,2019
2019-07-28,0.177746109428255,2019
2019-08-13,0.173958190091145,2019
2019-08-29,0.168780158765805,2019
2019-09-14,0.16549913282231,2019
2019-09-30,0.161898134271867,2019
2019-10-16,0.158335310116149,2019
2019-11-01,0.158856154567209,2019
2019-11-17,0.159266007460397,2019
2019-12-03,0.160504257381563,2019
2019-12-19,0.191055793946068,2019
2020-01-01,0.211858558374982,2020
2020-01-17,0.183007031126054,2020
2020-02-02,0.183717138913831,2020
2020-02-18,0.201685565243649,2020
2020-03-05,0.205625926870607,2020
2020-03-21,0.211907019338156,2020
2020-04-06,0.192890752602544,2020
2020-04-22,0.192023765055918,2020
2020-05-08,0.190218630447873,2020
2020-05-24,0.181280244668719,2020
2020-06-09,0.178781085481515,2020
2020-06-25,0.175334806538917,2020
2020-07-11,0.168098379605509,2020
2020-07-27,0.164599369091941,2020
2020-08-12,0.164324317587183,2020
2020-08-28,0.164028548021266,2020
2020-09-13,0.159480774269396,2020
2020-09-29,0.158384381910626,2020
2020-10-15,0.157935692525959,2020
2020-10-31,0.158104405281938,2020
2020-11-16,0.19352311103843,2020
2020-12-02,0.261309483255629,2020
2020-12-18,0.332741201426801,2020
2021-01-01,0.418299940397155,2021
2021-01-17,0.380244529718217,2021
2021-02-02,0.28209044151168,2021
2021-02-18,0.292865450673861,2021
2021-03-06,0.231903648359564,2021
2021-03-22,0.247949056904798,2021
2021-04-07,0.235557271087763,2021
2021-04-23,0.21133249141851,2021
2021-05-09,0.197098271731474,2021
2021-05-25,0.189977135760179,2021
2021-06-10,0.18334360722049,2021
2021-06-26,0.176122520356231,2021
2021-07-12,0.169922973781192,2021
2021-07-28,0.166416702817171,2021
2021-08-13,0.167317781009172,2021
2021-08-29,0.166824854460144,2021
2021-09-14,0.160271831601858,2021
2021-09-30,0.162424400764016,2021
2021-10-16,0.157604994090355,2021
2021-11-01,0.164441467248476,2021
2021-11-17,0.176960636993759,2021
2021-12-03,0.213481206144835,2021
2021-12-19,0.254062453133834,2021
2022-01-01,0.247359014532276,2022
2022-01-17,0.295553550709074,2022
2022-02-02,0.320314616481693,2022
2022-02-18,0.280237517490093,2022
2022-03-06,0.243416603258316,2022
2022-03-22,0.292303317462453,2022
2022-04-07,0.271852694775747,2022
2022-04-23,0.241513612323419,2022
2022-05-09,0.215795271919015,2022
2022-05-25,0.199026053172819,2022
2022-06-10,0.179800876830187,2022
2022-06-26,0.17314417756818,2022
2022-07-12,0.164749689250184,2022
2022-07-28,0.161871631506839,2022
2022-08-13,0.158573900113709,2022
2022-08-29,0.16343618236884,2022
2022-09-14,0.170866376021877,2022
2022-09-30,0.184131213551154,2022
2022-10-16,0.193189768802102,2022
2022-11-01,0.196337513823425,2022
2022-11-17,0.202263038012043,2022
2022-12-03,0.196335225928943,2022
2022-12-19,0.223067900309196,2022
2023-01-01,0.223622793749887,2023
2023-01-17,0.226870762624129,2023
2023-02-02,0.253218283882114,2023
2023-02-18,0.297652501602228,2023
2023-03-06,0.279625680666048,2023
2023-03-22,0.2509510809003,2023
2023-04-07,0.238249672090878,2023
2023-04-23,0.239142456861294,2023
2023-05-09,0.225735324245469,2023
2023-05-25,0.211040476246345,2023
2023-06-10,0.2036133025067,2023
2023-06-26,0.198353785216293,2023
2023-07-12,0.192096413014566,2023
2023-07-28,0.187420755230329,2023
2023-08-13,0.185388529026995,2023
2023-08-29,0.182302921288172,2023
2023-09-14,0.175725787786618,2023
2023-09-30,0.174467159804635,2023
2023-10-16,0.171833961774167,2023
2023-11-01,0.17482889769519,2023
2023-11-17,0.172623008694084,2023
2023-12-03,0.166952971896575,2023
2023-12-19,0.171100361463421,2023
2024-01-01,0.218216506517957,2024
2024-01-17,0.249454365563503,2024
