week,date,n_weeklyresid,year,uniqueinds,weeklyresid,weeklyreldev,MonthStart,GroupSize
40,07/10/2018,89,2018,22,-58.23276291,0.908320857,01/10/2018,8.583537801
41,14/10/2018,83,2018,21,-63.69341233,0.898510277,01/10/2018,8.583537801
42,21/10/2018,79,2018,23,-45.3302825,0.928050388,01/10/2018,8.583537801
43,28/10/2018,72,2018,22,36.47029023,1.056980078,01/10/2018,8.583537801
44,04/11/2018,45,2018,19,76.15293214,1.122451687,01/11/2018,7.712772061
45,11/11/2018,58,2018,19,92.71176731,1.149869976,01/11/2018,7.712772061
46,18/11/2018,66,2018,19,59.61501124,1.095089111,01/11/2018,7.712772061
47,25/11/2018,72,2018,17,11.31070406,1.017238069,01/11/2018,7.712772061
48,02/12/2018,41,2018,19,20.85709361,1.031798283,01/12/2018,7.399114117
49,09/12/2018,50,2018,15,64.17205516,1.101612176,01/12/2018,7.399114117
50,16/12/2018,39,2018,11,67.31504253,1.107316837,01/12/2018,7.399114117
51,23/12/2018,47,2018,14,38.75679018,1.060405247,01/12/2018,7.399114117
52,30/12/2018,37,2018,11,-12.43274146,0.979745062,01/12/2018,7.399114117
1,07/01/2019,26,2019,8,-29.83653855,0.950349439,01/01/2019,8.178553929
2,14/01/2019,35,2019,9,-23.66020506,0.961683745,01/01/2019,8.178553929
3,21/01/2019,40,2019,10,-48.2862879,0.922339948,01/01/2019,8.178553929
4,28/01/2019,54,2019,17,-60.21831906,0.906430743,01/01/2019,8.178553929
5,04/02/2019,34,2019,14,-48.3294612,0.926066092,01/02/2019,7.853180867
6,11/02/2019,40,2019,17,-11.4862737,0.9818745,01/02/2019,7.853180867
7,18/02/2019,51,2019,15,17.05240075,1.027536713,01/02/2019,7.853180867
8,25/02/2019,45,2019,14,32.12838097,1.050932682,01/02/2019,7.853180867
9,04/03/2019,40,2019,13,19.29216801,1.031892542,01/03/2019,7.801799056
10,11/03/2019,37,2019,12,1.011233588,1.001821606,01/03/2019,7.801799056
11,18/03/2019,39,2019,12,-3.213660474,0.99498247,01/03/2019,7.801799056
12,25/03/2019,45,2019,14,15.54557582,1.02534981,01/03/2019,7.801799056
13,01/04/2019,32,2019,13,25.93926841,1.04111957,01/04/2019,8.775499621
14,08/04/2019,31,2019,11,8.205841895,1.013308126,01/04/2019,8.775499621
15,15/04/2019,42,2019,12,-6.510669806,0.989487816,01/04/2019,8.775499621
16,22/04/2019,45,2019,16,-13.52007181,0.980324611,01/04/2019,8.775499621
17,29/04/2019,56,2019,15,-10.62481388,0.984586671,01/04/2019,8.775499621
18,06/05/2019,55,2019,18,6.87596387,1.012433106,01/05/2019,9.492043254
19,13/05/2019,49,2019,19,26.38694187,1.044671281,01/05/2019,9.492043254
20,20/05/2019,56,2019,20,24.26035711,1.041364258,01/05/2019,9.492043254
21,27/05/2019,63,2019,20,34.6582523,1.059520235,01/05/2019,9.492043254
22,03/06/2019,51,2019,17,30.98006173,1.050925835,01/06/2019,10.19365609
23,10/06/2019,56,2019,19,23.17751725,1.039509979,01/06/2019,10.19365609
24,17/06/2019,53,2019,16,19.1159439,1.032060902,01/06/2019,10.19365609
25,24/06/2019,60,2019,20,13.90289871,1.023048795,01/06/2019,10.19365609
26,01/07/2019,66,2019,19,3.585489406,1.006271148,01/07/2019,10.47312289
27,08/07/2019,66,2019,18,-2.692209061,0.995507541,01/07/2019,10.47312289
28,15/07/2019,75,2019,19,-12.67796791,0.978982101,01/07/2019,10.47312289
29,22/07/2019,70,2019,21,-14.2523546,0.97589327,01/07/2019,10.47312289
30,29/07/2019,79,2019,22,-22.1861418,0.962132929,01/07/2019,10.47312289
31,05/08/2019,96,2019,22,-24.81043777,0.95857455,01/08/2019,10.64997064
32,12/08/2019,103,2019,22,-30.72421654,0.949180665,01/08/2019,10.64997064
33,19/08/2019,83,2019,21,-33.75599594,0.944969328,01/08/2019,10.64997064
34,26/08/2019,82,2019,20,-31.21048483,0.948722191,01/08/2019,10.64997064
35,02/09/2019,76,2019,21,-35.8524979,0.942362463,01/09/2019,11.23804113
36,09/09/2019,71,2019,22,-36.0854353,0.941712039,01/09/2019,11.23804113
37,16/09/2019,75,2019,20,-38.29046278,0.937137686,01/09/2019,11.23804113
38,23/09/2019,83,2019,21,-52.29060437,0.916147333,01/09/2019,11.23804113
39,30/09/2019,81,2019,23,-40.68564069,0.934012299,01/10/2019,9.884505765
40,07/10/2019,59,2019,20,-39.54023907,0.936041817,01/10/2019,9.884505765
41,14/10/2019,59,2019,20,4.647699098,1.008107601,01/10/2019,9.884505765
42,21/10/2019,60,2019,19,55.56451896,1.087986787,01/10/2019,9.884505765
43,28/10/2019,66,2019,16,60.66324864,1.095660714,01/10/2019,9.884505765
44,04/11/2019,43,2019,20,32.33261478,1.051908958,01/11/2019,9.623234127
45,11/11/2019,54,2019,18,9.784345924,1.015203268,01/11/2019,9.623234127
46,18/11/2019,49,2019,16,-8.575159425,0.986354518,01/11/2019,9.623234127
47,25/11/2019,57,2019,16,-8.212740049,0.987402542,01/11/2019,9.623234127
48,02/12/2019,54,2019,17,-14.27475607,0.976274465,01/12/2019,9.746332092
49,09/12/2019,28,2019,14,0.513116051,1.001892342,01/12/2019,9.746332092
50,16/12/2019,46,2019,16,26.00288335,1.040231627,01/12/2019,9.746332092
51,23/12/2019,56,2019,13,34.00314629,1.051707414,01/12/2019,9.746332092
52,30/12/2019,39,2019,15,68.85232672,1.106406298,01/12/2019,9.746332092
1,07/01/2020,34,2020,14,36.92625425,1.058298797,01/01/2020,10.12969321
2,14/01/2020,61,2020,15,35.30844015,1.055123183,01/01/2020,10.12969321
3,21/01/2020,53,2020,16,27.70166832,1.042664751,01/01/2020,10.12969321
4,28/01/2020,39,2020,10,3.732600879,1.004841252,01/01/2020,10.12969321
5,04/02/2020,43,2020,14,5.221452994,1.006171948,01/02/2020,11.55374613
6,11/02/2020,37,2020,15,-6.979835918,0.986766478,01/02/2020,11.55374613
7,18/02/2020,31,2020,13,1.789253707,1.002338406,01/02/2020,11.55374613
8,25/02/2020,29,2020,11,8.024192691,1.013240349,01/02/2020,11.55374613
9,03/03/2020,46,2020,16,9.615521645,1.015569667,01/03/2020,12.0414821
10,10/03/2020,40,2020,16,25.88655585,1.042425624,01/03/2020,12.0414821
11,17/03/2020,32,2020,14,16.93723939,1.029261768,01/03/2020,12.0414821
12,24/03/2020,29,2020,14,16.21004202,1.030378329,01/03/2020,12.0414821
13,31/03/2020,37,2020,14,35.76844238,1.064569975,01/04/2020,12.26623988
14,07/04/2020,40,2020,16,42.16517338,1.082376971,01/04/2020,12.26623988
15,14/04/2020,37,2020,17,29.28139092,1.056165047,01/04/2020,12.26623988
16,21/04/2020,46,2020,19,33.55707888,1.065331296,01/04/2020,12.26623988
17,28/04/2020,54,2020,21,32.35358117,1.061978267,01/04/2020,12.26623988
18,05/05/2020,58,2020,21,33.43589051,1.060419088,01/05/2020,13.09731152
19,12/05/2020,72,2020,26,38.19239679,1.066080895,01/05/2020,13.09731152
20,19/05/2020,64,2020,23,25.62236411,1.044852282,01/05/2020,13.09731152
21,26/05/2020,69,2020,25,29.46090428,1.050775886,01/05/2020,13.09731152
22,02/06/2020,87,2020,27,13.1348979,1.022467544,01/06/2020,14.94788937
23,09/06/2020,83,2020,31,7.151960448,1.012255313,01/06/2020,14.94788937
24,16/06/2020,69,2020,30,-5.552791932,0.99113336,01/06/2020,14.94788937
25,23/06/2020,45,2020,29,-1.32923075,0.99661221,01/06/2020,14.94788937
26,30/06/2020,69,2020,32,-5.249922932,0.990028081,01/07/2020,14.93012095
27,07/07/2020,76,2020,31,-23.07807978,0.9612117,01/07/2020,14.93012095
28,14/07/2020,42,2020,28,-20.1600862,0.966166373,01/07/2020,14.93012095
29,21/07/2020,69,2020,33,-32.76316448,0.946918602,01/07/2020,14.93012095
30,28/07/2020,73,2020,32,-24.29731279,0.960093862,01/07/2020,14.93012095
31,04/08/2020,56,2020,31,-26.67083253,0.957134814,01/08/2020,14.72248102
32,11/08/2020,64,2020,32,-33.76540639,0.944715699,01/08/2020,14.72248102
33,18/08/2020,65,2020,31,-15.93849564,0.973251301,01/08/2020,14.72248102
34,25/08/2020,77,2020,33,-23.28378704,0.960979002,01/08/2020,14.72248102
35,01/09/2020,64,2020,33,-22.12194715,0.965041875,01/09/2020,14.12310521
36,08/09/2020,74,2020,32,-27.92891452,0.954308366,01/09/2020,14.12310521
37,15/09/2020,82,2020,34,-28.18673068,0.953607589,01/09/2020,14.12310521
38,22/09/2020,101,2020,34,-24.10097836,0.960380209,01/09/2020,14.12310521
39,29/09/2020,64,2020,30,-26.77715087,0.95517027,01/09/2020,14.12310521
40,06/10/2020,59,2020,29,-17.15696981,0.971428811,01/10/2020,12.21171883
41,13/10/2020,36,2020,21,-9.027372978,0.984221498,01/10/2020,12.21171883
42,20/10/2020,84,2020,30,-6.29304001,0.989883978,01/10/2020,12.21171883
43,27/10/2020,72,2020,31,-7.560027297,0.987259588,01/10/2020,12.21171883
44,03/11/2020,69,2020,29,-1.41587937,0.997527179,01/11/2020,10.92940266
45,10/11/2020,28,2020,17,-2.099016727,0.997037749,01/11/2020,10.92940266
46,17/11/2020,33,2020,19,35.01860708,1.059039853,01/11/2020,10.92940266
47,24/11/2020,14,2020,10,34.70605135,1.060293756,01/11/2020,10.92940266
48,01/12/2020,30,2020,15,53.83117942,1.089397911,01/12/2020,11.98265962
49,08/12/2020,16,2020,12,45.66551022,1.075581024,01/12/2020,11.98265962
50,15/12/2020,21,2020,14,73.75521888,1.120665781,01/12/2020,11.98265962
51,22/12/2020,29,2020,16,85.32640551,1.14180635,01/12/2020,11.98265962
52,29/12/2020,18,2020,9,75.91760619,1.119094917,01/12/2020,11.98265962
1,07/01/2021,7,2021,5,53.68527257,1.095306389,01/01/2021,12.27485712
2,14/01/2021,10,2021,9,67.25926095,1.105822099,01/01/2021,12.27485712
3,21/01/2021,15,2021,10,78.16198835,1.125983659,01/01/2021,12.27485712
4,28/01/2021,8,2021,6,69.29300158,1.107913308,01/01/2021,12.27485712
5,04/02/2021,23,2021,11,61.21114272,1.102018896,01/02/2021,13.75381268
6,11/02/2021,23,2021,10,59.78558022,1.102824594,01/02/2021,13.75381268
7,18/02/2021,28,2021,12,34.2502432,1.058001596,01/02/2021,13.75381268
8,25/02/2021,42,2021,14,34.4478668,1.059039686,01/02/2021,13.75381268
9,04/03/2021,56,2021,19,14.47272298,1.024926038,01/03/2021,15.30963382
10,11/03/2021,60,2021,25,3.470117001,1.006698185,01/03/2021,15.30963382
11,18/03/2021,49,2021,22,10.43817016,1.017557362,01/03/2021,15.30963382
12,25/03/2021,53,2021,25,13.30325065,1.022286515,01/03/2021,15.30963382
13,01/04/2021,51,2021,27,29.13685276,1.048371996,01/04/2021,16.70571812
14,08/04/2021,55,2021,23,19.53076043,1.03287342,01/04/2021,16.70571812
15,15/04/2021,54,2021,27,19.5679705,1.032964123,01/04/2021,16.70571812
16,22/04/2021,48,2021,25,7.141596477,1.011748066,01/04/2021,16.70571812
17,29/04/2021,73,2021,30,5.690835969,1.009024476,01/04/2021,16.70571812
18,06/05/2021,65,2021,30,7.149165073,1.011460872,01/05/2021,16.0826286
19,13/05/2021,38,2021,25,10.63227628,1.017746538,01/05/2021,16.0826286
20,20/05/2021,39,2021,28,8.6891045,1.013921511,01/05/2021,16.0826286
21,27/05/2021,53,2021,32,13.09548323,1.020442046,01/05/2021,16.0826286
22,03/06/2021,81,2021,35,-0.737363023,0.997354203,01/06/2021,16.13763428
23,10/06/2021,46,2021,27,-11.97835981,0.980411726,01/06/2021,16.13763428
24,17/06/2021,77,2021,32,2.354050003,1.003043734,01/06/2021,16.13763428
25,24/06/2021,49,2021,27,21.91284939,1.03435062,01/06/2021,16.13763428
26,01/07/2021,41,2021,23,17.73002419,1.029263151,01/07/2021,15.36352579
27,08/07/2021,31,2021,21,8.126943672,1.013497359,01/07/2021,15.36352579
28,15/07/2021,40,2021,19,2.65271793,1.005682899,01/07/2021,15.36352579
29,22/07/2021,56,2021,29,-12.89818758,0.979771446,01/07/2021,15.36352579
30,29/07/2021,51,2021,28,-24.39741822,0.961401827,01/07/2021,15.36352579
31,05/08/2021,70,2021,26,-17.51664403,0.972496419,01/08/2021,15.8296871
32,12/08/2021,64,2021,27,-16.73048781,0.97482485,01/08/2021,15.8296871
33,19/08/2021,73,2021,34,-23.35720458,0.963836438,01/08/2021,15.8296871
34,26/08/2021,93,2021,33,-26.31403395,0.958448848,01/08/2021,15.8296871
35,02/09/2021,96,2021,33,-41.94728787,0.935382814,01/09/2021,16.57157312
36,09/09/2021,70,2021,32,-44.94178245,0.930073465,01/09/2021,16.57157312
37,16/09/2021,61,2021,29,-56.75069691,0.912952756,01/09/2021,16.57157312
38,23/09/2021,73,2021,31,-62.42370123,0.900495325,01/09/2021,16.57157312
39,30/09/2021,74,2021,30,-73.95669093,0.884256133,01/10/2021,14.56432164
40,07/10/2021,88,2021,32,-75.47701663,0.881877389,01/10/2021,14.56432164
41,14/10/2021,69,2021,27,-78.01570059,0.881417801,01/10/2021,14.56432164
42,21/10/2021,38,2021,20,-72.37068058,0.885845868,01/10/2021,14.56432164
43,28/10/2021,48,2021,26,-26.06104225,0.960779161,01/10/2021,14.56432164
44,04/11/2021,37,2021,22,14.57599297,1.024929996,01/11/2021,11.97836267
45,11/11/2021,29,2021,17,41.61354972,1.069263527,01/11/2021,11.97836267
46,18/11/2021,41,2021,22,33.08674681,1.055872768,01/11/2021,11.97836267
47,25/11/2021,34,2021,19,26.42832594,1.043363187,01/11/2021,11.97836267
48,02/12/2021,38,2021,24,27.6093269,1.047414398,01/12/2021,10.82687529
49,09/12/2021,28,2021,20,8.1109482,1.012745067,01/12/2021,10.82687529
50,16/12/2021,43,2021,22,17.66391227,1.026922481,01/12/2021,10.82687529
51,23/12/2021,37,2021,21,24.53893307,1.03759082,01/12/2021,10.82687529
52,30/12/2021,36,2021,18,23.41066718,1.037052506,01/12/2021,10.82687529
1,07/01/2022,39,2022,19,11.14365021,1.022990886,01/01/2022,12.03600068
2,14/01/2022,52,2022,21,22.26900256,1.040064208,01/01/2022,12.03600068
3,21/01/2022,58,2022,27,20.65274257,1.035833852,01/01/2022,12.03600068
4,28/01/2022,49,2022,23,28.02573558,1.044865871,01/01/2022,12.03600068
5,04/02/2022,54,2022,30,33.3672719,1.05314936,01/02/2022,13.42381962
6,11/02/2022,78,2022,32,32.34855,1.0514101,01/02/2022,13.42381962
7,18/02/2022,71,2022,28,30.75348456,1.048439485,01/02/2022,13.42381962
8,25/02/2022,72,2022,29,17.12633675,1.027647295,01/02/2022,13.42381962
9,04/03/2022,53,2022,26,11.37289186,1.019819498,01/03/2022,15.0254468
10,11/03/2022,73,2022,40,20.47068898,1.035450141,01/03/2022,15.0254468
11,18/03/2022,86,2022,36,7.085635298,1.01357991,01/03/2022,15.0254468
12,25/03/2022,88,2022,44,-4.326744096,0.994736431,01/03/2022,15.0254468
13,01/04/2022,100,2022,37,3.28962563,1.006072389,01/04/2022,15.68033979
14,08/04/2022,77,2022,37,1.592119239,1.002151461,01/04/2022,15.68033979
15,15/04/2022,85,2022,36,16.42686518,1.027522775,01/04/2022,15.68033979
16,22/04/2022,91,2022,39,18.96775605,1.03400628,01/04/2022,15.68033979
17,29/04/2022,84,2022,39,23.68337915,1.039629495,01/04/2022,15.68033979
18,06/05/2022,84,2022,43,30.18443347,1.050056517,01/05/2022,15.66213047
19,13/05/2022,88,2022,41,30.04501761,1.048026622,01/05/2022,15.66213047
20,20/05/2022,78,2022,46,27.83833589,1.045546519,01/05/2022,15.66213047
21,27/05/2022,83,2022,41,11.21876585,1.018991383,01/05/2022,15.66213047
22,03/06/2022,85,2022,33,42.66232792,1.070613498,01/06/2022,14.5350576
23,10/06/2022,53,2022,28,51.40278976,1.085190459,01/06/2022,14.5350576
24,17/06/2022,52,2022,32,46.8964772,1.076626449,01/06/2022,14.5350576
25,24/06/2022,28,2022,22,37.75639689,1.062749759,01/06/2022,14.5350576
26,01/07/2022,32,2022,24,41.63562309,1.071234864,01/07/2022,14.54369807
27,08/07/2022,46,2022,25,54.58415311,1.087990262,01/07/2022,14.54369807
28,15/07/2022,67,2022,34,78.40989845,1.128180946,01/07/2022,14.54369807
29,22/07/2022,44,2022,24,72.1668504,1.11571461,01/07/2022,14.54369807
30,29/07/2022,49,2022,25,87.51758691,1.142849174,01/07/2022,14.54369807
31,05/08/2022,38,2022,21,75.25781255,1.126372694,01/08/2022,13.2459256
32,12/08/2022,33,2022,23,65.4895701,1.108679239,01/08/2022,13.2459256
33,19/08/2022,31,2022,18,64.62725521,1.109762961,01/08/2022,13.2459256
34,26/08/2022,24,2022,15,43.41633806,1.07110891,01/08/2022,13.2459256
35,02/09/2022,23,2022,15,35.65231458,1.060142186,01/09/2022,13.84380044
36,09/09/2022,40,2022,18,33.48762251,1.056773896,01/09/2022,13.84380044
37,16/09/2022,38,2022,20,23.56484592,1.037483388,01/09/2022,13.84380044
38,23/09/2022,57,2022,29,16.82730424,1.02689947,01/09/2022,13.84380044
39,30/09/2022,48,2022,27,-0.408311248,0.998397403,01/10/2022,13.78819219
40,07/10/2022,55,2022,27,-16.06332643,0.973554092,01/10/2022,13.78819219
41,14/10/2022,47,2022,27,-16.05072879,0.973362146,01/10/2022,13.78819219
42,21/10/2022,47,2022,24,-22.49082938,0.965366779,01/10/2022,13.78819219
43,28/10/2022,38,2022,25,-39.05373741,0.938396592,01/10/2022,13.78819219
44,04/11/2022,34,2022,22,-48.59662334,0.925962457,01/11/2022,13.66915135
45,11/11/2022,30,2022,19,-11.06069832,0.982895952,01/11/2022,13.66915135
46,18/11/2022,23,2022,15,4.160745599,1.005326786,01/11/2022,13.66915135
47,25/11/2022,38,2022,17,4.295547641,1.005899127,01/11/2022,13.66915135
48,02/12/2022,26,2022,17,-14.68849116,0.975795309,01/12/2022,13.75528014
49,09/12/2022,25,2022,15,-6.881193463,0.987718553,01/12/2022,13.75528014
50,16/12/2022,17,2022,13,-0.076283711,0.997826285,01/12/2022,13.75528014
51,23/12/2022,29,2022,19,24.26553208,1.037106823,01/12/2022,13.75528014
52,30/12/2022,28,2022,18,23.91403306,1.039224986,01/12/2022,13.75528014
1,07/01/2023,24,2023,14,16.88965865,1.026469563,01/01/2023,13.42451454
2,14/01/2023,32,2023,20,-5.585306426,0.989978411,01/01/2023,13.42451454
3,21/01/2023,45,2023,24,-13.45703904,0.979042393,01/01/2023,13.42451454
4,28/01/2023,39,2023,28,-8.390901579,0.988152371,01/01/2023,13.42451454
5,04/02/2023,63,2023,28,-27.16705983,0.955864078,01/02/2023,14.54152509
6,11/02/2023,43,2023,24,-29.3945238,0.951681489,01/02/2023,14.54152509
7,18/02/2023,83,2023,47,-18.23872881,0.972079362,01/02/2023,14.54152509
8,25/02/2023,80,2023,43,-8.869050491,0.98552451,01/02/2023,14.54152509
9,04/03/2023,65,2023,42,-5.672443406,0.991287339,01/03/2023,15.10940983
10,11/03/2023,74,2023,42,-11.30417902,0.982936639,01/03/2023,15.10940983
11,18/03/2023,90,2023,46,-12.47879393,0.980956582,01/03/2023,15.10940983
12,25/03/2023,72,2023,39,-25.62900301,0.960861453,01/03/2023,15.10940983
13,01/04/2023,93,2023,42,-1.611880578,0.997988691,01/04/2023,14.7433744
14,08/04/2023,63,2023,33,-7.043500963,0.989004598,01/04/2023,14.7433744
15,15/04/2023,94,2023,57,-0.924387541,1.00043648,01/04/2023,14.7433744
16,22/04/2023,72,2023,46,-17.95173012,0.972687489,01/04/2023,14.7433744
17,29/04/2023,114,2023,61,-19.93006264,0.969193099,01/04/2023,14.7433744
18,06/05/2023,110,2023,56,-20.7265638,0.967719216,01/05/2023,14.2653554
19,13/05/2023,93,2023,53,-6.853185596,0.990639867,01/05/2023,14.2653554
20,20/05/2023,107,2023,59,-0.405941854,0.999998955,01/05/2023,14.2653554
21,27/05/2023,91,2023,48,-0.533013353,1.000815174,01/05/2023,14.2653554
22,03/06/2023,81,2023,46,-7.536878848,0.988453546,01/06/2023,14.43473599
23,10/06/2023,119,2023,56,2.769915745,1.005260597,01/06/2023,14.43473599
24,17/06/2023,122,2023,55,-3.914067433,0.995270721,01/06/2023,14.43473599
25,24/06/2023,75,2023,37,-3.953393316,0.995440594,01/06/2023,14.43473599
26,01/07/2023,66,2023,39,-4.75185243,0.993616852,01/07/2023,14.38433495
27,08/07/2023,83,2023,35,1.03823659,1.003073257,01/07/2023,14.38433495
28,15/07/2023,121,2023,55,-5.583973829,0.991714426,01/07/2023,14.38433495
29,22/07/2023,128,2023,53,-10.14124465,0.985257102,01/07/2023,14.38433495
30,29/07/2023,96,2023,48,-4.966858817,0.992337075,01/07/2023,14.38433495
31,05/08/2023,74,2023,44,-15.39924317,0.974486532,01/08/2023,14.23053726
32,12/08/2023,110,2023,51,-12.5357221,0.980946801,01/08/2023,14.23053726
33,19/08/2023,142,2023,56,-11.7762507,0.981516074,01/08/2023,14.23053726
34,26/08/2023,153,2023,58,-13.44163317,0.978532348,01/08/2023,14.23053726
35,02/09/2023,123,2023,53,-15.02342296,0.976255262,01/09/2023,13.70944453
36,09/09/2023,135,2023,53,-12.05289151,0.981112188,01/09/2023,13.70944453
37,16/09/2023,110,2023,50,-15.2802671,0.974783884,01/09/2023,13.70944453
38,23/09/2023,166,2023,63,-18.81170265,0.969121221,01/09/2023,13.70944453
39,30/09/2023,141,2023,56,-18.72663393,0.970450216,01/10/2023,11.92300973
40,07/10/2023,166,2023,54,-28.9504405,0.953928328,01/10/2023,11.92300973
41,14/10/2023,82,2023,38,31.74504239,1.054329491,01/10/2023,11.92300973
42,21/10/2023,82,2023,39,64.16333859,1.108237394,01/10/2023,11.92300973
43,28/10/2023,110,2023,34,64.98433873,1.10640104,01/10/2023,11.92300973
44,04/11/2023,94,2023,34,32.33962101,1.052596135,01/11/2023,11.41044579
45,11/11/2023,106,2023,36,5.406121701,1.009005202,01/11/2023,11.41044579
46,18/11/2023,85,2023,38,-11.49144219,0.982617056,01/11/2023,11.41044579
47,25/11/2023,71,2023,34,-10.04484116,0.984713539,01/11/2023,11.41044579
48,02/12/2023,72,2023,23,-3.8831383,0.990626319,01/12/2023,12.491268
49,09/12/2023,77,2023,27,-6.051358068,0.987345977,01/12/2023,12.491268
50,16/12/2023,86,2023,29,-0.550480197,0.99604624,01/12/2023,12.491268
51,23/12/2023,78,2023,32,-30.22676764,0.94790551,01/12/2023,12.491268
52,30/12/2023,53,2023,30,-27.85108649,0.952185091,01/12/2023,12.491268
